I1_3425
																																																																																																																										
		80	80.6666666666667	81.3333333333333	82	82.6666666666667	83.3333333333333	84	84.6666666666667	85.3333333333333	86	86.6666666666667	87.3333333333333	88	88.6666666666667	89.3333333333333	90	90.6666666666667	91.3333333333333	92	92.6666666666667	93.3333333333333	94	94.6666666666667	95.3333333333333	96	96.6666666666667	97.3333333333333	98	98.6666666666667	99.3333333333333	100	100.666666666667	101.333333333333	102	102.666666666667	103.333333333333	104	104.666666666667	105.333333333333	106	106.666666666667	107.333333333333	108	108.666666666667	109.333333333333	110	110.666666666667	111.333333333333	112	112.666666666667	113.333333333333	114	114.666666666667	115.333333333333	116	116.666666666667	117.333333333333	118	118.666666666667	119.333333333333	120	120.666666666667	121.333333333333	122	122.666666666667	123.333333333333	124	124.666666666667	125.333333333333	126	126.666666666667	127.333333333333	128	128.666666666667	129.333333333333	130	130.666666666667	131.333333333333	132	132.666666666667	133.333333333333	134	134.666666666667	135.333333333333	136	136.666666666667	137.333333333333	138	138.666666666667	139.333333333333	140	140.666666666667	141.333333333333	142	142.666666666667	143.333333333333	144	144.666666666667	145.333333333333	146	146.666666666667	147.333333333333	148	148.666666666667	149.333333333333	150	150.666666666667	151.333333333333	152	152.666666666667	153.333333333333	154	154.666666666667	155.333333333333	156	156.666666666667	157.333333333333	158	158.666666666667	159.333333333333	160
	520	-3.1230657e-11	-3.0176358e-11	-3.0978102e-11	-3.2320209e-11	-3.2993625e-11	-3.4856527e-11	-3.6712855e-11	-3.8779466e-11	-4.0604499e-11	-4.3345841e-11	-4.5653349e-11	-4.7139469e-11	-4.8500405e-11	-4.9223271e-11	-4.9661608e-11	-5.0281355e-11	-5.0737262e-11	-5.0297363e-11	-4.9912092e-11	-4.9622573e-11	-4.9031352e-11	-4.8970963e-11	-5.0307043e-11	-5.4769831e-11	-5.6713516e-11	-5.5918888e-11	-5.4543921e-11	-5.3804693e-11	-5.3091358e-11	-5.248315e-11	-5.2361712e-11	-5.1349685e-11	-5.1406102e-11	-5.1752113e-11	-5.0955958e-11	-5.1039548e-11	-5.1686998e-11	-5.1201002e-11	-5.1482988e-11	-5.1951922e-11	-5.0980099e-11	-5.1121989e-11	-5.1514605e-11	-5.1170023e-11	-5.1152062e-11	-5.116494e-11	-4.9980107e-11	-4.941909e-11	-4.8800488e-11	-4.7465011e-11	-4.6502264e-11	-4.5601245e-11	-4.4306819e-11	-4.3417828e-11	-4.214035e-11	-4.0491024e-11	-3.9632391e-11	-3.8782234e-11	-3.75842e-11	-3.6460866e-11	-3.5966397e-11	-3.4531964e-11	-3.4123097e-11	-3.3829588e-11	-3.2941542e-11	-3.2781632e-11	-3.3190312e-11	-3.2771615e-11	-3.3355322e-11	-3.4483288e-11	-3.455377e-11	-3.6122841e-11	-3.6741197e-11	-3.8066768e-11	-3.9039966e-11	-4.0414103e-11	-4.0927515e-11	-4.1543536e-11	-4.2395427e-11	-4.2644159e-11	-4.308922e-11	-4.4203665e-11	-4.3559472e-11	-4.4035695e-11	-4.4387563e-11	-4.4012159e-11	-4.4236503e-11	-4.429002e-11	-4.3553692e-11	-4.3417773e-11	-4.3368399e-11	-4.2182983e-11	-4.2007408e-11	-4.1376059e-11	-4.0236852e-11	-4.1260457e-11	-4.0647714e-11	-3.9250717e-11	-3.8981176e-11	-3.9350651e-11	-3.7691249e-11	-3.7279558e-11	-3.6432846e-11	-3.4907896e-11	-3.4098977e-11	-3.2806036e-11	-3.1182886e-11	-3.0048894e-11	-2.9096862e-11	-2.7430457e-11	-2.6691248e-11	-2.588116e-11	-2.4509622e-11	-2.4327098e-11	-2.3336218e-11	-2.2909369e-11	-2.32663e-11	-2.3297635e-11	-2.2870728e-11	-2.3620784e-11	-2.3847166e-11
	520.5	-3.2017642e-11	-3.1195688e-11	-3.1635496e-11	-3.1693682e-11	-3.3611641e-11	-3.5638201e-11	-3.7490386e-11	-3.9977743e-11	-4.1813379e-11	-4.3483831e-11	-4.4912123e-11	-4.6841666e-11	-4.7426223e-11	-4.8167165e-11	-4.8643291e-11	-4.8404353e-11	-4.860853e-11	-4.8816853e-11	-4.7762214e-11	-4.7653017e-11	-4.7459814e-11	-4.7067822e-11	-4.9153185e-11	-5.4531813e-11	-5.5555779e-11	-5.4694586e-11	-5.3475217e-11	-5.2037714e-11	-5.1917842e-11	-5.1607267e-11	-5.0724515e-11	-5.0477289e-11	-5.0593019e-11	-5.0086688e-11	-5.0602945e-11	-5.0823599e-11	-5.0499282e-11	-5.1040526e-11	-5.1515958e-11	-5.1031884e-11	-5.1241223e-11	-5.1466886e-11	-5.0870544e-11	-5.1009589e-11	-5.0737865e-11	-4.9693395e-11	-4.9112284e-11	-4.8304381e-11	-4.6844792e-11	-4.6606888e-11	-4.5943808e-11	-4.450772e-11	-4.3400526e-11	-4.2296493e-11	-4.0813703e-11	-3.9765788e-11	-3.9249926e-11	-3.749142e-11	-3.6560744e-11	-3.5963024e-11	-3.4452104e-11	-3.4013636e-11	-3.3471677e-11	-3.2417395e-11	-3.2564083e-11	-3.2277767e-11	-3.2016004e-11	-3.2556964e-11	-3.2891582e-11	-3.3118754e-11	-3.5145387e-11	-3.5634357e-11	-3.675997e-11	-3.8167153e-11	-3.9469678e-11	-3.9965392e-11	-4.1016773e-11	-4.1836916e-11	-4.1381707e-11	-4.2431055e-11	-4.2960663e-11	-4.3291121e-11	-4.3441105e-11	-4.3521943e-11	-4.304717e-11	-4.3457581e-11	-4.3280046e-11	-4.2891912e-11	-4.315797e-11	-4.2391833e-11	-4.1149133e-11	-4.1430741e-11	-4.0607247e-11	-4.0626998e-11	-4.0209527e-11	-3.8963704e-11	-3.7346896e-11	-3.6736243e-11	-3.5598562e-11	-3.4225497e-11	-3.3416728e-11	-3.2353616e-11	-3.0784056e-11	-2.9512583e-11	-2.8658638e-11	-2.7481394e-11	-2.6388058e-11	-2.5450355e-11	-2.4269664e-11	-2.3993063e-11	-2.3385856e-11	-2.2570645e-11	-2.2225369e-11	-2.2383997e-11	-2.1900731e-11	-2.1873239e-11	-2.2297735e-11	-2.223019e-11	-2.2346148e-11	-2.3187476e-11	-2.4391574e-11
	521	-3.2048635e-11	-3.2230142e-11	-3.3155211e-11	-3.41881e-11	-3.6033412e-11	-3.7882288e-11	-3.9604993e-11	-4.1508737e-11	-4.3413818e-11	-4.4982681e-11	-4.6774761e-11	-4.8346448e-11	-4.8504492e-11	-4.9266563e-11	-5.0127701e-11	-4.9869723e-11	-4.9983909e-11	-4.9808487e-11	-4.8490087e-11	-4.8396464e-11	-4.8401904e-11	-4.7929466e-11	-5.1652783e-11	-5.6897601e-11	-5.702612e-11	-5.6243732e-11	-5.5464452e-11	-5.4084251e-11	-5.3828195e-11	-5.2996638e-11	-5.2056959e-11	-5.1385125e-11	-5.167361e-11	-5.0978707e-11	-5.1068642e-11	-5.1609019e-11	-5.0744794e-11	-5.1047964e-11	-5.1181059e-11	-5.1009023e-11	-5.1539779e-11	-5.1612749e-11	-5.086612e-11	-5.0744419e-11	-5.0178316e-11	-4.8980115e-11	-4.8204805e-11	-4.7486272e-11	-4.6277562e-11	-4.5592845e-11	-4.4445881e-11	-4.2728408e-11	-4.176566e-11	-4.0827657e-11	-3.9257063e-11	-3.806434e-11	-3.7351604e-11	-3.6195279e-11	-3.5341806e-11	-3.4508257e-11	-3.3479473e-11	-3.2420011e-11	-3.2437619e-11	-3.2163616e-11	-3.1293024e-11	-3.1596233e-11	-3.1838903e-11	-3.1546821e-11	-3.2905536e-11	-3.3861278e-11	-3.4721004e-11	-3.6852466e-11	-3.8172559e-11	-3.8898079e-11	-3.9623804e-11	-4.1171708e-11	-4.1243547e-11	-4.1867721e-11	-4.2585296e-11	-4.2791846e-11	-4.3250802e-11	-4.3316239e-11	-4.3128293e-11	-4.3475168e-11	-4.3528233e-11	-4.3323546e-11	-4.2809794e-11	-4.2674177e-11	-4.2493911e-11	-4.2330028e-11	-4.2131708e-11	-4.1064714e-11	-4.057062e-11	-3.8816506e-11	-3.6907262e-11	-3.6305119e-11	-3.5209034e-11	-3.3467871e-11	-3.27364e-11	-3.1301895e-11	-3.0304065e-11	-2.9611272e-11	-2.8126357e-11	-2.663421e-11	-2.609016e-11	-2.4944493e-11	-2.3917326e-11	-2.3684093e-11	-2.3125316e-11	-2.2489148e-11	-2.2276852e-11	-2.225708e-11	-2.1624827e-11	-2.175907e-11	-2.1527323e-11	-2.1189635e-11	-2.2322894e-11	-2.2150896e-11	-2.2588854e-11	-2.3534617e-11	-2.4264731e-11
	521.5	-3.3145681e-11	-3.3236934e-11	-3.4089183e-11	-3.5235526e-11	-3.774181e-11	-3.9194998e-11	-4.1195831e-11	-4.3038604e-11	-4.5089564e-11	-4.679427e-11	-4.7599046e-11	-4.7826087e-11	-4.8347222e-11	-4.9004256e-11	-4.8823688e-11	-4.8946729e-11	-4.9075338e-11	-4.8220115e-11	-4.8005523e-11	-4.7832772e-11	-4.69654e-11	-4.8066419e-11	-5.3434222e-11	-5.7357463e-11	-5.7818281e-11	-5.6731932e-11	-5.4752772e-11	-5.4442537e-11	-5.3829115e-11	-5.259037e-11	-5.206692e-11	-5.2309664e-11	-5.1410771e-11	-5.1280917e-11	-5.1784389e-11	-5.1153869e-11	-5.1004638e-11	-5.1267567e-11	-5.0731652e-11	-5.0708243e-11	-5.1073912e-11	-5.0774999e-11	-5.0275482e-11	-4.9914597e-11	-4.873707e-11	-4.7851903e-11	-4.7217522e-11	-4.5980209e-11	-4.5027215e-11	-4.4468609e-11	-4.3069069e-11	-4.1877345e-11	-4.1209671e-11	-3.9836742e-11	-3.8481586e-11	-3.7331117e-11	-3.6577238e-11	-3.5389223e-11	-3.4661746e-11	-3.369896e-11	-3.2670061e-11	-3.2335631e-11	-3.172029e-11	-3.1080204e-11	-3.1203054e-11	-3.1147522e-11	-3.0863388e-11	-3.1569664e-11	-3.2875144e-11	-3.4172415e-11	-3.5623927e-11	-3.7348499e-11	-3.8011538e-11	-3.8395079e-11	-3.8490305e-11	-3.9792714e-11	-4.1572329e-11	-4.2197332e-11	-4.2406634e-11	-4.2480824e-11	-4.3038226e-11	-4.3208586e-11	-4.3035946e-11	-4.3095017e-11	-4.2757312e-11	-4.3208926e-11	-4.2821524e-11	-4.1924929e-11	-4.1497552e-11	-4.1217658e-11	-4.0125656e-11	-4.0662911e-11	-3.9963585e-11	-3.8404155e-11	-3.8138756e-11	-3.6780363e-11	-3.5536137e-11	-3.4760226e-11	-3.3211475e-11	-3.1843909e-11	-3.108299e-11	-2.94334e-11	-2.8405387e-11	-2.7782606e-11	-2.6360188e-11	-2.5457341e-11	-2.5070715e-11	-2.3883791e-11	-2.3193709e-11	-2.3022596e-11	-2.2014562e-11	-2.1889735e-11	-2.1829892e-11	-2.1296104e-11	-2.1696514e-11	-2.196112e-11	-2.1769163e-11	-2.2404748e-11	-2.3840537e-11	-2.4780554e-11	-2.6165613e-11
	522	-3.443815e-11	-3.4341436e-11	-3.5750333e-11	-3.7382545e-11	-3.9336076e-11	-4.0890177e-11	-4.3086978e-11	-4.4985998e-11	-4.5776632e-11	-4.6891435e-11	-4.7601666e-11	-4.7805072e-11	-4.8289202e-11	-4.8927237e-11	-4.8365787e-11	-4.8632653e-11	-4.8365825e-11	-4.7084656e-11	-4.7234546e-11	-4.7394436e-11	-4.7105143e-11	-4.9415173e-11	-5.5448202e-11	-5.8124654e-11	-5.7278224e-11	-5.6595787e-11	-5.4589229e-11	-5.4373769e-11	-5.3555414e-11	-5.2359284e-11	-5.1975143e-11	-5.2171677e-11	-5.1433066e-11	-5.1354882e-11	-5.1746614e-11	-5.0992661e-11	-5.1149932e-11	-5.1365072e-11	-5.0025581e-11	-5.0515665e-11	-5.1095645e-11	-5.0354193e-11	-4.9955966e-11	-4.95455e-11	-4.7836519e-11	-4.7287552e-11	-4.637386e-11	-4.486499e-11	-4.3868763e-11	-4.3203992e-11	-4.1649326e-11	-4.1094864e-11	-3.9968782e-11	-3.8614115e-11	-3.7314811e-11	-3.6635181e-11	-3.490189e-11	-3.4502044e-11	-3.3668474e-11	-3.2612798e-11	-3.1832596e-11	-3.1526788e-11	-3.0732496e-11	-3.0753379e-11	-3.1061109e-11	-3.0428649e-11	-3.1585765e-11	-3.2653321e-11	-3.3044466e-11	-3.5313863e-11	-3.6407124e-11	-3.7252538e-11	-3.8941916e-11	-4.0111366e-11	-4.0040957e-11	-4.0620712e-11	-4.1711336e-11	-4.1709414e-11	-4.2523061e-11	-4.3144582e-11	-4.2593769e-11	-4.3094323e-11	-4.313426e-11	-4.239379e-11	-4.2607948e-11	-4.2389817e-11	-4.1328399e-11	-4.1373273e-11	-4.2050568e-11	-4.1004946e-11	-4.0713922e-11	-4.0284606e-11	-3.9018896e-11	-3.8458535e-11	-3.7693172e-11	-3.6076593e-11	-3.5174159e-11	-3.378705e-11	-3.2530284e-11	-3.1658808e-11	-3.0418931e-11	-2.9186306e-11	-2.8270957e-11	-2.7341953e-11	-2.6174615e-11	-2.5353379e-11	-2.457259e-11	-2.342973e-11	-2.310176e-11	-2.2287661e-11	-2.1546756e-11	-2.2012114e-11	-2.1391179e-11	-2.1382158e-11	-2.1936584e-11	-2.1331995e-11	-2.1892353e-11	-2.2769382e-11	-2.3544427e-11	-2.4954002e-11	-2.6305354e-11
	522.5	-3.5195645e-11	-3.5822022e-11	-3.7190584e-11	-3.8900431e-11	-4.060802e-11	-4.267672e-11	-4.377446e-11	-4.5592641e-11	-4.7005209e-11	-4.7349655e-11	-4.7611078e-11	-4.7987388e-11	-4.8580362e-11	-4.8611469e-11	-4.8698635e-11	-4.8471126e-11	-4.7510995e-11	-4.6869741e-11	-4.7021949e-11	-4.6537062e-11	-4.7071548e-11	-5.0907736e-11	-5.7149084e-11	-5.9157242e-11	-5.8033099e-11	-5.5964532e-11	-5.5401444e-11	-5.4587532e-11	-5.3082223e-11	-5.2898269e-11	-5.1936802e-11	-5.1456624e-11	-5.1331328e-11	-5.0972643e-11	-5.081684e-11	-5.1090032e-11	-5.0635992e-11	-4.9984683e-11	-5.0607556e-11	-5.0265032e-11	-5.0184551e-11	-5.006795e-11	-4.9487352e-11	-4.823808e-11	-4.7746491e-11	-4.6468728e-11	-4.5272352e-11	-4.4219916e-11	-4.2975484e-11	-4.1841471e-11	-4.0708725e-11	-3.9331274e-11	-3.7842063e-11	-3.6909521e-11	-3.6003492e-11	-3.4663571e-11	-3.433754e-11	-3.3254653e-11	-3.2531922e-11	-3.2176289e-11	-3.1702418e-11	-3.0816141e-11	-3.0904852e-11	-3.0714532e-11	-3.0465238e-11	-3.0621436e-11	-3.1662159e-11	-3.2313281e-11	-3.4090428e-11	-3.5747755e-11	-3.6350405e-11	-3.7983689e-11	-3.8283789e-11	-3.9469171e-11	-4.0337896e-11	-4.1440119e-11	-4.1415451e-11	-4.2399136e-11	-4.2983957e-11	-4.2593092e-11	-4.2792582e-11	-4.2903701e-11	-4.2499223e-11	-4.2654102e-11	-4.2977611e-11	-4.194585e-11	-4.160498e-11	-4.1529922e-11	-4.0881305e-11	-4.0078052e-11	-3.9498488e-11	-3.8114692e-11	-3.8321582e-11	-3.8131713e-11	-3.6445142e-11	-3.5244342e-11	-3.4483364e-11	-3.2619858e-11	-3.1902814e-11	-3.0993978e-11	-2.9304788e-11	-2.866826e-11	-2.7732743e-11	-2.6037866e-11	-2.5385371e-11	-2.4444599e-11	-2.3212314e-11	-2.3308556e-11	-2.3082213e-11	-2.2034522e-11	-2.2222998e-11	-2.2040661e-11	-2.1745135e-11	-2.231231e-11	-2.243661e-11	-2.2107642e-11	-2.3096882e-11	-2.4111621e-11	-2.4105124e-11	-2.6664376e-11	-2.9118895e-11
	523	-3.6159822e-11	-3.7251521e-11	-3.8698399e-11	-3.968071e-11	-4.1939691e-11	-4.3646507e-11	-4.5223846e-11	-4.664033e-11	-4.7631569e-11	-4.7788613e-11	-4.7699376e-11	-4.7830438e-11	-4.7993168e-11	-4.8489653e-11	-4.8090448e-11	-4.732352e-11	-4.6997357e-11	-4.6252422e-11	-4.6154861e-11	-4.6788452e-11	-4.685155e-11	-5.29322e-11	-5.9741857e-11	-5.9852991e-11	-5.8345988e-11	-5.7127785e-11	-5.595651e-11	-5.3898733e-11	-5.3281882e-11	-5.2349378e-11	-5.1474928e-11	-5.1760568e-11	-5.1125548e-11	-5.0857551e-11	-5.0918374e-11	-5.0749238e-11	-5.0367883e-11	-5.0250627e-11	-5.0110735e-11	-5.012659e-11	-5.0046765e-11	-4.961101e-11	-4.8324133e-11	-4.7652583e-11	-4.6568794e-11	-4.5226555e-11	-4.4481981e-11	-4.3578058e-11	-4.1771704e-11	-4.0697615e-11	-3.9704136e-11	-3.8197886e-11	-3.7418697e-11	-3.5987768e-11	-3.5026169e-11	-3.4444947e-11	-3.301253e-11	-3.2455073e-11	-3.2289178e-11	-3.117025e-11	-3.0940896e-11	-3.0940781e-11	-3.016536e-11	-3.019756e-11	-3.037532e-11	-3.0357092e-11	-3.142497e-11	-3.2995526e-11	-3.3894665e-11	-3.5438635e-11	-3.7628942e-11	-3.827413e-11	-3.9456667e-11	-4.0462668e-11	-4.0422898e-11	-4.0368327e-11	-4.1391123e-11	-4.1821702e-11	-4.3042764e-11	-4.3229375e-11	-4.2685154e-11	-4.2887863e-11	-4.2648982e-11	-4.2383187e-11	-4.2256178e-11	-4.209412e-11	-4.1854298e-11	-4.1818216e-11	-4.1418917e-11	-4.013722e-11	-3.9669226e-11	-3.8288515e-11	-3.7112251e-11	-3.6511877e-11	-3.4691024e-11	-3.3785315e-11	-3.2944685e-11	-3.1299879e-11	-3.0482034e-11	-2.9181109e-11	-2.7866948e-11	-2.695753e-11	-2.590933e-11	-2.479319e-11	-2.4211855e-11	-2.4074619e-11	-2.2877677e-11	-2.2476907e-11	-2.2539876e-11	-2.1567696e-11	-2.1542275e-11	-2.1691506e-11	-2.1297422e-11	-2.185695e-11	-2.2092803e-11	-2.2286494e-11	-2.3426209e-11	-2.4263525e-11	-2.5304495e-11	-2.7535965e-11	-2.9231294e-11
	523.5	-3.7583124e-11	-3.859681e-11	-4.0389282e-11	-4.1311544e-11	-4.2937747e-11	-4.4912539e-11	-4.5440169e-11	-4.6467597e-11	-4.7355831e-11	-4.6844414e-11	-4.6991442e-11	-4.7666159e-11	-4.7797426e-11	-4.7523086e-11	-4.7426015e-11	-4.6343186e-11	-4.5881198e-11	-4.6222595e-11	-4.6222706e-11	-4.5865173e-11	-4.7605281e-11	-5.6254879e-11	-6.0900743e-11	-6.1001537e-11	-5.9341893e-11	-5.7415215e-11	-5.6198841e-11	-5.4897861e-11	-5.3621021e-11	-5.2850384e-11	-5.2663152e-11	-5.1848997e-11	-5.1729912e-11	-5.1549987e-11	-5.0931218e-11	-5.0593453e-11	-5.0512521e-11	-4.9964213e-11	-5.0211609e-11	-5.0239535e-11	-4.9515069e-11	-4.922476e-11	-4.8067474e-11	-4.6982293e-11	-4.6231314e-11	-4.4462753e-11	-4.3526047e-11	-4.2409926e-11	-4.1050066e-11	-4.009822e-11	-3.9003228e-11	-3.7507407e-11	-3.6160502e-11	-3.5735005e-11	-3.4568157e-11	-3.3400251e-11	-3.2940428e-11	-3.1814329e-11	-3.1164658e-11	-3.0965053e-11	-3.0090114e-11	-3.0062359e-11	-3.0243603e-11	-2.9680588e-11	-3.0482391e-11	-3.1164921e-11	-3.2308611e-11	-3.3107437e-11	-3.5015362e-11	-3.6693856e-11	-3.8011368e-11	-3.9278435e-11	-3.9680013e-11	-4.0246265e-11	-4.1218483e-11	-4.156717e-11	-4.2104119e-11	-4.2117754e-11	-4.2535885e-11	-4.2437137e-11	-4.2534039e-11	-4.2062694e-11	-4.2071187e-11	-4.2222469e-11	-4.1879396e-11	-4.2024412e-11	-4.190075e-11	-4.0959434e-11	-4.0428584e-11	-3.9861805e-11	-3.8413984e-11	-3.7869236e-11	-3.6787538e-11	-3.4988793e-11	-3.4402373e-11	-3.3297417e-11	-3.1901475e-11	-3.094611e-11	-2.9823793e-11	-2.8294663e-11	-2.7824278e-11	-2.6709758e-11	-2.5142289e-11	-2.5251166e-11	-2.4308982e-11	-2.3374764e-11	-2.2892346e-11	-2.2295325e-11	-2.1722972e-11	-2.1759974e-11	-2.1929316e-11	-2.1430441e-11	-2.1879604e-11	-2.197628e-11	-2.181927e-11	-2.2781284e-11	-2.4072265e-11	-2.4934062e-11	-2.7059101e-11	-2.8935992e-11	-3.0580725e-11
	524	-3.9439209e-11	-4.0301158e-11	-4.1761705e-11	-4.3721547e-11	-4.5638982e-11	-4.581158e-11	-4.6225496e-11	-4.7072641e-11	-4.7055769e-11	-4.7647782e-11	-4.810442e-11	-4.6962483e-11	-4.7251831e-11	-4.6661119e-11	-4.5484422e-11	-4.573622e-11	-4.6028924e-11	-4.57855e-11	-4.6634491e-11	-4.662163e-11	-4.9986792e-11	-5.9662768e-11	-6.2436424e-11	-6.1464861e-11	-5.9283085e-11	-5.7570001e-11	-5.5675804e-11	-5.4879781e-11	-5.3660829e-11	-5.2284566e-11	-5.2398922e-11	-5.2109872e-11	-5.1294569e-11	-5.1200096e-11	-5.0608216e-11	-5.0200705e-11	-5.0649193e-11	-5.0505496e-11	-4.9968772e-11	-5.0054561e-11	-4.9906367e-11	-4.810875e-11	-4.7646029e-11	-4.6658125e-11	-4.4935246e-11	-4.4202045e-11	-4.2731721e-11	-4.1255787e-11	-4.0091253e-11	-3.8883768e-11	-3.7475471e-11	-3.6831545e-11	-3.5902222e-11	-3.401085e-11	-3.3968651e-11	-3.2931505e-11	-3.1869427e-11	-3.1958665e-11	-3.0755752e-11	-3.001549e-11	-3.0187752e-11	-2.98855e-11	-2.9450723e-11	-3.0016694e-11	-3.1014295e-11	-3.1059735e-11	-3.319001e-11	-3.4670558e-11	-3.6165414e-11	-3.7907011e-11	-3.8690228e-11	-3.9342234e-11	-4.0131287e-11	-4.0358362e-11	-4.0050976e-11	-4.178986e-11	-4.2569913e-11	-4.2053333e-11	-4.2553603e-11	-4.2837435e-11	-4.2224692e-11	-4.2529539e-11	-4.2519446e-11	-4.1780461e-11	-4.1439761e-11	-4.1047204e-11	-4.0142153e-11	-4.0106543e-11	-3.890625e-11	-3.7622537e-11	-3.7017892e-11	-3.5541223e-11	-3.4323756e-11	-3.3585225e-11	-3.2091871e-11	-3.0298927e-11	-2.9768847e-11	-2.8452728e-11	-2.7159355e-11	-2.6561845e-11	-2.7329583e-11	-2.6095055e-11	-2.535914e-11	-2.481767e-11	-2.3687425e-11	-2.3632008e-11	-2.3288578e-11	-2.2369781e-11	-2.2370779e-11	-2.2017556e-11	-2.1890111e-11	-2.2346111e-11	-2.2456344e-11	-2.2040342e-11	-2.3270783e-11	-2.3885824e-11	-2.4288797e-11	-2.6913353e-11	-2.8344677e-11	-3.0618799e-11	-3.1854155e-11
