I1_1538
																																																																								
		-5	-4.5	-4	-3.5	-3	-2.5	-2	-1.5	-1	-0.5	0	0.5	1	1.5	2	2.5	3	3.5	4	4.5	5	5.5	6	6.5	7	7.5	8	8.5	9	9.5	10	10.5	11	11.5	12	12.5	13	13.5	14	14.5	15	15.5	16	16.5	17	17.5	18	18.5	19	19.5	20	20.5	21	21.5	22	22.5	23	23.5	24	24.5	25	25.5	26	26.5	27	27.5	28	28.5	29	29.5	30
	260000000	-1.3750065e-11	-1.3974298e-11	-1.3924624e-11	-1.3096421e-11	-1.362213e-11	-1.3517621e-11	-1.2842849e-11	-1.2788053e-11	-1.2949129e-11	-1.3824069e-11	-1.3839924e-11	-1.3883008e-11	-1.4083704e-11	-1.3586804e-11	-1.3841318e-11	-1.3396014e-11	-1.3810247e-11	-1.4328613e-11	-1.3236331e-11	-1.4629223e-11	-1.5341731e-11	-1.7583577e-11	-2.2503045e-11	-2.7625126e-11	-3.1281255e-11	-3.2223269e-11	-3.6091241e-11	-4.0831481e-11	-4.4698249e-11	-4.8488109e-11	-5.2705462e-11	-5.5061799e-11	-5.3501242e-11	-5.0494536e-11	-4.8385747e-11	-4.8458019e-11	-4.8068754e-11	-5.0505686e-11	-5.0513066e-11	-5.3519505e-11	-5.836779e-11	-6.1409482e-11	-6.3561434e-11	-6.3838129e-11	-6.5700466e-11	-6.3994719e-11	-6.2889707e-11	-5.9535959e-11	-5.6605071e-11	-5.2522809e-11	-4.8462803e-11	-4.4466708e-11	-4.0451253e-11	-3.5711507e-11	-3.1563301e-11	-2.7765188e-11	-2.4832037e-11	-2.1817652e-11	-1.9606048e-11	-1.8032346e-11	-1.7205763e-11	-1.6740951e-11	-1.6066705e-11	-1.6111184e-11	-1.5520583e-11	-1.5408919e-11	-1.5304071e-11	-1.4858654e-11	-1.5517872e-11	-1.4837036e-11	-1.5795245e-11
	260100000	-1.8045452e-11	-1.4608321e-11	-1.4342322e-11	-1.3414882e-11	-1.2746061e-11	-1.3328338e-11	-1.4020509e-11	-1.3222585e-11	-1.3534192e-11	-1.3918937e-11	-1.3834802e-11	-1.396059e-11	-1.2737851e-11	-1.3645518e-11	-1.2916439e-11	-1.4567497e-11	-1.3852013e-11	-1.4124603e-11	-1.5074941e-11	-1.4366387e-11	-1.5212592e-11	-1.8015022e-11	-2.3914502e-11	-2.7052605e-11	-3.0970667e-11	-3.3305723e-11	-3.8001068e-11	-3.9939593e-11	-4.4820495e-11	-4.7850699e-11	-5.2996697e-11	-5.4669522e-11	-5.3533553e-11	-5.0851941e-11	-5.0004039e-11	-4.9455356e-11	-4.952469e-11	-5.0555286e-11	-5.1531834e-11	-5.4074554e-11	-5.8619332e-11	-6.1132412e-11	-6.3428825e-11	-6.4494937e-11	-6.6535027e-11	-6.4333559e-11	-6.2836424e-11	-5.8454637e-11	-5.564867e-11	-5.1316187e-11	-4.7086331e-11	-4.3238243e-11	-3.9500278e-11	-3.4672966e-11	-3.0496324e-11	-2.7956769e-11	-2.4180616e-11	-2.2366296e-11	-1.9168315e-11	-1.8942009e-11	-1.7019868e-11	-1.7414178e-11	-1.5537795e-11	-1.6085799e-11	-1.4597136e-11	-1.5323805e-11	-1.4535221e-11	-1.6664687e-11	-1.5411592e-11	-1.5252249e-11	-1.5550448e-11
	260200000	-1.8761688e-11	-1.4616757e-11	-1.3345473e-11	-1.4356897e-11	-1.2905668e-11	-1.4180191e-11	-1.3411079e-11	-1.3659867e-11	-1.3599798e-11	-1.4373731e-11	-1.4155749e-11	-1.4152397e-11	-1.3443769e-11	-1.3636329e-11	-1.4052181e-11	-1.2892675e-11	-1.3781474e-11	-1.3836912e-11	-1.4266284e-11	-1.398699e-11	-1.5461531e-11	-1.8296425e-11	-2.3485392e-11	-2.8267473e-11	-3.0404394e-11	-3.2415456e-11	-3.5759447e-11	-3.9722513e-11	-4.3682304e-11	-4.7680582e-11	-5.2878289e-11	-5.4983802e-11	-5.3670901e-11	-5.0763511e-11	-4.7810967e-11	-4.7801513e-11	-4.9640951e-11	-5.0823054e-11	-5.1259694e-11	-5.2463003e-11	-5.6760235e-11	-6.1173462e-11	-6.4113506e-11	-6.4683016e-11	-6.5314289e-11	-6.4920992e-11	-6.1845223e-11	-5.9067987e-11	-5.6633278e-11	-5.07933e-11	-4.859518e-11	-4.4737717e-11	-4.0492418e-11	-3.558135e-11	-3.1720234e-11	-2.7833054e-11	-2.4802887e-11	-2.1790762e-11	-1.9007728e-11	-1.7296976e-11	-1.689664e-11	-1.6536827e-11	-1.6901763e-11	-1.5702412e-11	-1.6293236e-11	-1.5039275e-11	-1.4891043e-11	-1.5573045e-11	-1.5381878e-11	-1.4691252e-11	-1.4892925e-11
	260300000	-1.628013e-11	-1.3389611e-11	-1.4904977e-11	-1.398635e-11	-1.3232792e-11	-1.3270414e-11	-1.4010679e-11	-1.3310109e-11	-1.3168165e-11	-1.3909786e-11	-1.3104707e-11	-1.4425666e-11	-1.413383e-11	-1.3494008e-11	-1.3048215e-11	-1.394722e-11	-1.3436236e-11	-1.3816047e-11	-1.3160783e-11	-1.4083403e-11	-1.4609904e-11	-1.7659539e-11	-2.3169192e-11	-2.6763331e-11	-3.1474982e-11	-3.3849923e-11	-3.6531198e-11	-3.9772942e-11	-4.3099427e-11	-4.8772073e-11	-5.1849015e-11	-5.5065036e-11	-5.3340804e-11	-5.074664e-11	-4.9811818e-11	-4.8386125e-11	-4.8033504e-11	-4.9851175e-11	-5.1662705e-11	-5.3435822e-11	-5.8241328e-11	-6.1359959e-11	-6.4043264e-11	-6.4513728e-11	-6.6093492e-11	-6.4087256e-11	-6.1750841e-11	-5.9036352e-11	-5.5977865e-11	-5.2153015e-11	-4.9452647e-11	-4.4757826e-11	-4.1247786e-11	-3.5512353e-11	-3.1021657e-11	-2.821343e-11	-2.367528e-11	-2.2414503e-11	-1.9603449e-11	-1.782988e-11	-1.7025969e-11	-1.6464217e-11	-1.5751333e-11	-1.6013265e-11	-1.5075392e-11	-1.5706327e-11	-1.5315218e-11	-1.5265355e-11	-1.4627114e-11	-1.4372564e-11	-1.4142869e-11
	260400000	-1.7223349e-11	-1.4086566e-11	-1.4159064e-11	-1.3190347e-11	-1.2768507e-11	-1.4429583e-11	-1.4104116e-11	-1.2777319e-11	-1.3358805e-11	-1.4203993e-11	-1.3325701e-11	-1.3675308e-11	-1.4261275e-11	-1.3891784e-11	-1.3883385e-11	-1.3945073e-11	-1.3553437e-11	-1.3341594e-11	-1.4355955e-11	-1.4436097e-11	-1.4433424e-11	-1.8696385e-11	-2.4221854e-11	-2.8170044e-11	-3.1317261e-11	-3.2429802e-11	-3.6200872e-11	-3.9302745e-11	-4.3524205e-11	-4.7608348e-11	-5.0948162e-11	-5.5558131e-11	-5.3152576e-11	-5.1484345e-11	-4.7998706e-11	-4.7544364e-11	-5.0064824e-11	-5.0372817e-11	-5.0635052e-11	-5.3494008e-11	-5.8840134e-11	-6.2671049e-11	-6.330609e-11	-6.4815847e-11	-6.5359898e-11	-6.6748232e-11	-6.3243688e-11	-6.0939247e-11	-5.7551866e-11	-5.301436e-11	-5.0992866e-11	-4.4981196e-11	-4.1740843e-11	-3.6063902e-11	-3.2496839e-11	-2.9176758e-11	-2.5120633e-11	-2.2732927e-11	-1.9716017e-11	-1.915984e-11	-1.7738025e-11	-1.7520194e-11	-1.7020583e-11	-1.6847719e-11	-1.6578782e-11	-1.5793814e-11	-1.5680153e-11	-1.5985734e-11	-1.5981706e-11	-1.635372e-11	-1.5229464e-11
	260500000	-1.6590118e-11	-1.4464984e-11	-1.3279792e-11	-1.3765469e-11	-1.3554905e-11	-1.37376e-11	-1.3467721e-11	-1.3087947e-11	-1.4117184e-11	-1.3925678e-11	-1.3978818e-11	-1.3395638e-11	-1.4435156e-11	-1.3326115e-11	-1.4259656e-11	-1.4005143e-11	-1.326631e-11	-1.3172722e-11	-1.3984693e-11	-1.410099e-11	-1.5254208e-11	-1.6731987e-11	-2.3514392e-11	-2.7532782e-11	-3.0545247e-11	-3.2963385e-11	-3.6459755e-11	-4.0475057e-11	-4.3967285e-11	-4.7610308e-11	-5.1707295e-11	-5.4344019e-11	-5.4255475e-11	-5.10645e-11	-4.9572107e-11	-4.8060094e-11	-5.0370593e-11	-5.1674533e-11	-5.243999e-11	-5.40007e-11	-5.8114073e-11	-6.341655e-11	-6.4219068e-11	-6.4455427e-11	-6.524932e-11	-6.5279449e-11	-6.3524297e-11	-5.9992449e-11	-5.6693084e-11	-5.1282329e-11	-4.7465198e-11	-4.4340014e-11	-4.0996963e-11	-3.5001068e-11	-3.1513323e-11	-2.8185749e-11	-2.3952163e-11	-2.1501601e-11	-2.0004878e-11	-1.7337801e-11	-1.7174089e-11	-1.6506661e-11	-1.5737623e-11	-1.5300945e-11	-1.5643471e-11	-1.6297417e-11	-1.4616607e-11	-1.4700441e-11	-1.4963615e-11	-1.4166633e-11	-1.4388532e-11
	260600000	-1.9919387e-11	-1.3748747e-11	-1.3755187e-11	-1.3328036e-11	-1.471912e-11	-1.3983224e-11	-1.3910614e-11	-1.3540595e-11	-1.386802e-11	-1.3755903e-11	-1.3125796e-11	-1.4110293e-11	-1.3982433e-11	-1.2822211e-11	-1.3686568e-11	-1.3389762e-11	-1.4451388e-11	-1.3625219e-11	-1.4501326e-11	-1.4362019e-11	-1.4387854e-11	-1.7205197e-11	-2.4183478e-11	-2.7690695e-11	-2.9709325e-11	-3.3716679e-11	-3.6312613e-11	-4.0223068e-11	-4.4312713e-11	-4.6578963e-11	-5.191059e-11	-5.4489351e-11	-5.4003184e-11	-5.0528581e-11	-4.8644592e-11	-4.9816977e-11	-5.000084e-11	-5.1962976e-11	-5.1968964e-11	-5.4153078e-11	-6.0673286e-11	-6.3246811e-11	-6.5062032e-11	-6.4008014e-11	-6.6387777e-11	-6.49341e-11	-6.2993354e-11	-5.9692369e-11	-5.629832e-11	-5.3508847e-11	-4.9049938e-11	-4.4706419e-11	-4.0936102e-11	-3.5345855e-11	-3.213876e-11	-2.6789317e-11	-2.4301318e-11	-2.1388429e-11	-2.0264023e-11	-1.7495037e-11	-1.6449831e-11	-1.6008445e-11	-1.6566091e-11	-1.5149434e-11	-1.5650288e-11	-1.4773502e-11	-1.5171203e-11	-1.5086992e-11	-1.4004277e-11	-1.4686167e-11	-1.3960552e-11
	260700000	-1.7309895e-11	-1.2870379e-11	-1.3911706e-11	-1.3153327e-11	-1.3479433e-11	-1.2612779e-11	-1.325004e-11	-1.3044599e-11	-1.3458042e-11	-1.4157594e-11	-1.2607582e-11	-1.3476194e-11	-1.2990217e-11	-1.3227594e-11	-1.3455067e-11	-1.3223828e-11	-1.2847331e-11	-1.4032824e-11	-1.3618176e-11	-1.4941283e-11	-1.341492e-11	-1.6932606e-11	-2.2273012e-11	-2.7238725e-11	-2.914682e-11	-3.265159e-11	-3.5794624e-11	-3.9902835e-11	-4.3590336e-11	-4.7368071e-11	-5.1139367e-11	-5.4659728e-11	-5.4305865e-11	-5.2745835e-11	-4.9341357e-11	-5.0173102e-11	-4.9540698e-11	-5.1397272e-11	-5.2375777e-11	-5.5044701e-11	-5.9427345e-11	-6.3136128e-11	-6.4884501e-11	-6.6122718e-11	-6.6578791e-11	-6.6286733e-11	-6.3550096e-11	-6.1270926e-11	-5.6752627e-11	-5.2755137e-11	-4.9913202e-11	-4.5308167e-11	-4.1301001e-11	-3.6700032e-11	-3.1733602e-11	-2.7995484e-11	-2.3391731e-11	-2.0811802e-11	-1.9543417e-11	-1.7169269e-11	-1.7115375e-11	-1.5553423e-11	-1.5693748e-11	-1.4617059e-11	-1.6070735e-11	-1.548699e-11	-1.4628281e-11	-1.4648883e-11	-1.4008382e-11	-1.5216698e-11	-1.3604731e-11
	260800000	-2.0189191e-11	-1.4247416e-11	-1.4516542e-11	-1.3647928e-11	-1.4425214e-11	-1.3474877e-11	-1.3772474e-11	-1.3483576e-11	-1.2788693e-11	-1.404608e-11	-1.3281751e-11	-1.3543118e-11	-1.3104782e-11	-1.3950045e-11	-1.2423607e-11	-1.2952255e-11	-1.3098455e-11	-1.3412811e-11	-1.3466478e-11	-1.3799439e-11	-1.4221995e-11	-1.7893038e-11	-2.3227717e-11	-2.8134906e-11	-3.0373138e-11	-3.3849961e-11	-3.5800651e-11	-3.9908295e-11	-4.3321059e-11	-4.7649436e-11	-5.1529274e-11	-5.523617e-11	-5.3500749e-11	-5.0955584e-11	-4.9152449e-11	-4.8856245e-11	-5.0760462e-11	-5.1979396e-11	-5.270245e-11	-5.5361542e-11	-6.0663044e-11	-6.3567304e-11	-6.5315607e-11	-6.6178646e-11	-6.564288e-11	-6.5987778e-11	-6.3825702e-11	-6.0828752e-11	-5.5732502e-11	-5.2400938e-11	-4.9102663e-11	-4.5793504e-11	-4.1677269e-11	-3.57393e-11	-3.1410395e-11	-2.8189551e-11	-2.4543818e-11	-2.0616153e-11	-1.9756353e-11	-1.8570898e-11	-1.7574575e-11	-1.6763094e-11	-1.6153438e-11	-1.5405793e-11	-1.5208374e-11	-1.5128268e-11	-1.4192808e-11	-1.5462021e-11	-1.5929582e-11	-1.4264853e-11	-1.510168e-11
